customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6168-PDRN,Female,1,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.37, ,Yes
6277-BMUT,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,118.75,6725.89,No
4742-OYTE,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.57,1837.01,No
8814-RXKR,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,96.84,416.7,No
9036-MRBT,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.89,5941.36,Yes
5675-MXPF,Male,0,No,Yes,70,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,71.62,5003.11,No
9697-HPMW,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.29,4287.16,Yes
1732-ZDBI,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.6,2927.49,No
4335-ZOIQ,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,69.4,1863.66,No
3753-FEQB,Male,1,Yes,No,40,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.89,3368.7,No
1063-JJFL,Female,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.4,1927.6,No
4088-MTPJ,Female,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.95,2992.96,Yes
6594-UBBW,Male,0,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.82,5411.54,No
5806-FALM,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.21,3245.67,No
4659-SIJQ,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,96.11,3056.29,No
8592-JLOO,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.72,5696.9,No
9219-DDWA,Female,0,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),98.67,3037.34,No
9441-LYBO,Male,0,No,No,49,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.2,3556.94,No
1891-UZND,Male,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,88.48,4414.47,No
5548-AAUF,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),115.77,2078.36,Yes
3340-BYUE,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),88.45,157.08,No
8848-SUOM,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,36.19,578.03,No
4137-DRUJ,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,103.81,4344.5,No
5313-ONYJ,Male,0,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,79.18,2204.36,No
8911-YOMH,Male,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.27,816.72,No
1916-UVNA,Female,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.83,1797.38,No
2836-HRVI,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,61.89,1702.44,No
3732-CRJE,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,118.75,3929.59,Yes
4354-YFHX,Female,0,No,No,53,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.74,4846.04,No
8014-URNO,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,87.94,89.88,No
4481-ULGG,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.09,553.26,No
1159-MORG,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.68,595.02,No
8749-WKHT,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.1,2461.11,Yes
5999-SCEC,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,88.15,2369.78,No
4405-UOXQ,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),118.75,6017.78,No
6848-BNKM,Female,1,Yes,No,15,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),97.96,1470.77,No
7558-YGJX,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.17,986.57,No
4747-RFBC,Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,108.49,448.79,Yes
2607-PSRF,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.55,1460.11,No
7733-CPAL,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.42,3801.54,Yes
8645-NSVS,Male,1,No,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,104.85,5308.76,No
5166-NERI,Male,1,No,No,63,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,68.89,4321.27,No
1771-YQLF,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.68,5762.99,No
6713-HUOC,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.92,408.81,Yes
2217-XWIH,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.72,1078.08,Yes
3042-DBNB,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.26,32.73,No
3977-VGLF,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.23,1805.23,No
9722-MTUW,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.58,1993.86,No
4805-YBHS,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.62,2577.88,No
6147-DPSJ,Female,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1021.9,No
3223-JMIG,Female,0,No,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.81,1598.46,No
2123-SZDS,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,104.39,194.86,No
3623-SLMY,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),67.53,135.35,No
1739-YJUG,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,106.21,4145.56,Yes
2949-EQRK,Male,0,No,No,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,105.06,6476.31,No
6230-UVGR,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,92.16,4558.46,No
9697-YFRP,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,88.96, ,No
1256-YZKT,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),71.32,3590.34,No
8076-PWAS,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,111.51,355.32,No
9642-BXEQ,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.5,236.88,Yes
9273-AOVI,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),76.44,3495.75,No
7426-WEMS,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,107.74,4117.04,Yes
3935-JTYU,Male,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,97.91,4667.0,No
1461-VUZL,Male,0,No,Yes,56,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,91.71,5147.5,No
6830-QRGX,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,86.85,3295.76,No
9127-TFKL,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.96,7422.77,Yes
2586-KPWL,Male,1,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,107.45,1702.64,Yes
8975-CBFP,Female,0,Yes,No,14,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,79.19,1109.59,No
6527-ONBT,Female,0,No,No,27,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,96.79,2578.62,No
6073-BATB,Male,0,Yes,No,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.28,1232.49,Yes
6416-IPKW,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.44,494.36,Yes
7315-CLWA,Female,1,No,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.2,2422.66,No
3728-TVFK,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,107.12,2583.25,No
1131-JSFA,Male,0,No,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),41.1,1564.03,No
4685-QSAO,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,93.13,1480.27,No
6356-UCBC,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),77.09,3458.12,No
7586-PXMS,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,115.03,5970.53,No
7970-RULL,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),118.75,5939.27,No
2235-HQUT,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.8,1361.6,Yes
6557-GIQJ,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.45,2128.83,Yes
4683-VZGG,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.32,158.39,No
2853-ZXXH,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,111.53,6819.72,No
7895-LOHV,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,108.3,1221.52,No
1862-POXD,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,95.62,2816.95,No
4795-PJKZ,Female,0,No,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.79,1533.38,No
2162-MOFP,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.71,45.07,No
4086-KTBB,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.9,196.67,Yes
2359-SBQN,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,103.08,748.85,No
1471-PEJQ,Female,0,No,Yes,36,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,68.73,2479.55,No
4948-PIXD,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,95.5,4969.14,No
7172-ZPWK,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.1,1883.67,No
7448-VMDN,Female,0,No,No,48,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.62,2894.02,No
8354-LBZW,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.69,4942.78,No
4912-EHUN,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),118.75,6995.92,No
9582-ICNQ,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,108.51,4892.23,No
6617-LVNZ,Male,0,No,No,62,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,89.13,5487.26,No
6305-MNIS,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.53,639.0,No
1842-QBSG,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.09,6590.09,No
7097-MERW,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.95,99.07,No
6020-POHZ,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.72,2169.53,No
5864-QONN,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.3,5165.83,No
1105-BFQE,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.81,1925.92,No
6918-EOOT,Female,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,70.76,123.85,No
5074-EAKK,Male,1,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.19,1821.46,No
8621-WHBO,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.69,2187.63,No
1942-HPNO,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.57,4265.35,No
3106-FHTR,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.24,1919.07,Yes
2375-ZQUP,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.33,5635.32,No
3348-VDDU,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8067.61,No
1479-EPNN,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,79.84,5612.47,No
1087-YNSC,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.92,2364.14,No
3640-NJMV,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),102.37,1658.38,No
5298-OOXB,Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.06,2839.3,No
3474-BWEM,Male,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.12,1086.13,Yes
6830-GJFT,Male,0,No,No,57,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),85.66,4870.18,No
9619-MXKR,Male,1,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.48,331.41,Yes
9289-PBSF,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.75,8457.07,Yes
6376-KRJR,Female,1,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.91,1992.61,No
6885-ASPZ,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.61,1526.9,No
4238-OAWU,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.34,2856.2,No
5321-QYXJ,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),77.94,1333.33,No
6828-HHEL,Male,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,76.25,3254.66,No
7278-MMQD,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),102.26,4293.03,No
1177-JCLA,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),80.17,1673.94,No
6914-KRMQ,Female,0,No,No,59,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.31,4636.67,No
4271-TSQB,Female,1,No,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,83.7,5174.84,No
9994-CFJX,Male,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.42,1349.94,No
1693-RRNP,Male,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,117.56,7506.87,No
8782-AQWY,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),107.25,2982.29,Yes
4044-AUQJ,Male,1,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,109.69, ,No
5318-LYTY,Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,114.14, ,No
3422-POMR,Female,0,No,No,72,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,63.89,4593.77,No
6371-TVNR,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,82.97,1651.81,No
2486-LIZN,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),97.85,2613.74,No
4749-JHPC,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),85.42,1468.25,No
8055-SIPV,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.51,5357.54,No
2539-JSMR,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.16,2867.12,No
5910-DIDP,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.79,6633.42,No
3395-UOXB,Male,0,Yes,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.56,1959.94,Yes
1379-NCVW,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.39,85.39,Yes
3301-AWIQ,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.43,7156.31,No
8216-AJWP,Female,0,No,Yes,54,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,81.35,4388.14,No
9607-SXYC,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),107.93,6049.82,No
8921-GSGE,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.89,970.04,Yes
7191-SYOG,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,85.84,1293.78,No
2354-JYUW,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.61,2250.05,No
9032-TAHC,Female,0,No,Yes,26,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.28,2007.14,Yes
7973-DSKE,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.52,1948.37,Yes
8870-XJXW,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.01,43.35,No
8527-MEZZ,Female,1,No,No,2,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.06,125.76,Yes
8994-LMVH,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),116.69,2344.92,No
1204-AVFK,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,91.26,3838.44,No
6740-UTAK,Female,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.35,2426.37,No
5842-HVCS,Male,0,Yes,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.97,786.95,No
9709-WHEJ,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.87,5008.63,No
8147-QFIJ,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,77.89,2955.93,No
9973-ZQYP,Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,78.02,1501.88,No
6839-ACWK,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,95.96,6109.32,No
8097-ROIL,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.28,3456.91,Yes
9924-REXZ,Female,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.47,4235.58,No
9423-CBYS,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),99.67,2009.54,Yes
7567-BSAV,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.34,956.76,Yes
1172-WTQC,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),109.23,4786.32,No
5005-DQUU,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.87,35.87,Yes
2694-PVKB,Male,0,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,68.93,2893.19,No
1142-RJFU,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,114.35,5851.89,No
4887-ELFN,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.71,1356.17,No
6846-PYGB,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.5,3443.78,No
9997-IGBS,Female,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,93.43,761.44,No
4171-PYRM,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,67.4,3047.28,No
7372-BKAM,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.3,634.12,No
8965-ERNM,Male,0,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),83.06,3826.01,No
9774-HRGT,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.42,1184.62,No
2258-SAUH,Female,0,No,No,27,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.72,1788.88,No
1637-ISUI,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),68.37,721.87,No
